14639.95,168.15,134.6
14639.95,168.15,134.6
14639.95,168.4,134.4
14639.95,168.6,134.25
14638.7,168.6,134.2
14639.2,168.3,134.6
14639.25,168.3,134.6
14637.7,168.3,134.0
14637.7,168.05,134.25
14639.3,168.05,134.7
14639.3,168.65,134.0
14638.0,168.65,134.0
14638.0,169.3,133.55
14636.75,169.7,133.55
14636.75,169.6,134.05
14638.2,168.5,134.3
14638.2,168.5,134.3
14638.8,168.8,134.1
14638.8,169.15,133.75
14638.0,169.4,133.8
14636.7,170.15,133.25
14636.7,170.15,133.25
14635.6,170.95,133.05
14635.6,170.55,133.2
14635.7,170.55,133.15
14635.7,170.25,133.4
14636.2,170.25,133.4
14636.2,171.1,132.95
14635.55,170.15,133.65
14635.7,170.45,133.4
14635.7,169.95,133.45
14635.7,169.95,133.45
14636.5,170.45,133.35
14637.75,170.45,133.35
14637.75,170.6,133.3
14637.75,170.5,133.2
14637.75,170.5,133.2
14635.15,171.3,132.85
14635.35,171.3,132.85
14635.45,171.0,132.95
14635.7,170.9,133.15
14635.2,170.9,133.15
14636.45,170.1,133.6
14637.0,170.1,133.6
14636.55,170.3,133.5
14636.55,170.55,133.1
14636.2,170.55,133.1
14636.2,171.0,133.05
14635.15,171.0,133.05
14636.2,171.45,132.75
14635.05,171.75,132.65
14635.05,172.0,132.55
14635.05,171.4,133.05
14635.2,171.4,133.05
14635.2,171.2,133.15
14635.2,171.4,132.95
14635.2,171.0,133.25
14635.15,171.6,132.75
14635.15,171.6,132.75
14637.35,170.3,133.6
14637.35,168.65,134.45
14637.35,169.8,134.1
14639.5,169.75,133.8
14637.25,170.0,133.55
14637.25,170.05,133.55
14637.5,169.65,134.2
14637.5,169.85,134.0
14637.25,170.45,133.5
14637.25,170.45,133.55
14637.9,170.05,134.0
14637.9,170.1,134.0
14639.55,169.0,134.7
14639.55,168.95,134.75
14639.75,169.15,134.6
14640.0,169.1,134.8
14640.0,169.1,134.8
14640.0,169.25,134.75
14640.0,169.25,134.75
14640.0,169.75,134.55
14640.0,169.55,134.55
14640.0,169.75,134.7
14640.0,169.5,134.7
14638.5,169.7,133.95
14638.5,170.4,133.95
14636.55,170.25,133.75
14635.6,170.65,133.65
14636.05,171.0,133.4
14635.6,171.4,132.8
14636.05,170.8,132.85
14635.35,171.05,133.0
14635.55,171.6,133.0
14635.35,171.05,133.0
14635.35,171.4,132.75
14635.35,170.85,133.3
14635.35,171.25,133.1
14635.15,171.35,132.9
14635.15,171.5,132.8
14635.15,171.5,132.85
14635.15,171.15,132.9
14635.15,171.3,132.9
14635.25,171.7,132.75
14635.15,171.5,132.75
14635.15,171.5,132.75
14635.15,171.6,132.75
14635.15,171.7,132.55
14635.65,171.35,132.65
14635.65,170.65,132.95
14635.15,170.8,132.9
14635.15,170.85,132.85
14636.0,171.15,132.5
14636.0,171.5,132.35
14636.0,171.6,132.3
14636.0,171.8,132.05
14635.15,172.0,131.9
14633.0,172.3,131.4
14633.0,172.4,131.25
14632.5,172.45,131.3
14632.65,172.1,131.4
14632.65,172.05,131.4
14632.65,172.1,131.25
14632.5,172.0,131.4
14632.25,172.35,131.35
14632.25,172.55,131.15
14632.0,172.5,131.15
14632.5,172.4,131.1
14632.25,172.35,131.1
14633.0,172.45,131.0
14632.0,173.3,130.65
14631.05,173.2,130.65
14631.05,173.3,130.35
14631.05,173.25,130.35
14631.0,173.95,130.05
14631.0,173.65,130.05
14631.0,174.25,129.8
14631.0,174.25,129.85
14631.0,173.9,129.75
14631.0,173.65,130.15
14631.0,173.15,130.25
14631.0,173.15,130.15
14631.0,173.1,130.45
